0.0,0.0
1.202645821,0.172537743
5.666962629,2.463746336
11.10938273,4.453581276
29.82468767,3.552214393
42.35263526,4.448009682
50.26502321,5.756587439
55.5399485,7.159761178
60.8148738,8.452572939
62.001732,10.41281191
68.72726175,12.31524222
71.3647244,13.70264996
74.00218705,15.09005771
76.6396497,16.47746545
79.93647801,18.21172513
85.21140331,20.0027424
93.12379126,21.40096111
104.9923732,22.69500139
119.4984178,23.3657729
134.0044623,23.37723908
148.5105069,23.11351695
163.0165515,22.76953155
177.522596,22.351016
192.0286406,21.8981019
206.5346852,21.45092089
221.0407298,20.96934134
235.5467743,20.37883309
250.0528189,20.02911461
264.5588635,19.82272337
279.064908,19.78832484
293.5709526,19.93165208
308.0769972,20.08071242
322.5830418,20.33296837
337.0890863,20.67695376
351.5951309,21.06107078
366.1011755,21.45092089
380.6072201,21.840771
395.1132646,22.19622257
409.6193092,22.41407998
424.1253538,22.38541453
438.6313983,22.16755712
450.4999803,23.3018899
458.4123682,24.69470312
464.3466592,26.09472366
468.9622188,27.62928071
473.5777784,29.10602911
477.5339724,30.60379883
480.8308007,32.21193053
483.4682634,33.89889222
485.6661489,35.70147122
488.4794424,37.83723829
490.9410742,39.98982242
494.018114,41.76612476
496.6555766,43.58446975
498.8534622,45.16106946
501.2711363,47.18962775
503.9085989,49.6018253
506.5460616,52.10861884
508.9637357,54.45249707
510.5022555,56.36543805
512.0407754,57.92101643
513.7990839,60.00738337
514.4584495,61.59974908
515.7771808,63.20788078
517.0959122,64.7214165
519.0740092,66.47144217
521.7114718,68.63138377
523.6106306,70.57615282
527.2185681,72.0302409
536.3800361,70.85549964
538.1956134,69.60887559
539.5143447,68.22146785
540.833076,66.80252811
542.1518073,65.13133242
542.1518073,63.74392468
543.2507501,61.57872775
544.1299043,60.33846931
544.5694814,58.6147203
545.4486356,57.43752585
545.8882128,54.2633051
546.1080013,55.92399013
546.767367,53.02304667
547.2069441,51.19419101
548.5256754,47.8307783
548.745464,49.36533535
549.8444067,43.92081102
550.0641953,45.58149605
550.7235609,42.42829663
551.1631381,40.66250496
552.0422923,39.65348115
552.4818694,37.69849751
553.8006007,35.68044989
555.3391206,33.85159423
556.8776405,32.10682388
559.075526,30.53022418
561.9327772,29.05873111
565.2296055,27.44008875
569.1857995,25.80042505
573.1419935,24.51812396
577.7575531,23.00458824
583.0324784,21.63294649
588.3074037,20.16670876
594.9010603,18.71623703
602.1540826,17.3036037
610.2986416,15.89041493
618.1599519,14.83824587
625.2318808,13.82877794
637.1004627,12.49182139
650.9471416,11.18869007
665.4531862,10.01340665
679.9592308,9.055980645
694.4652753,8.230415707
708.9713199,7.525245656
723.4773645,6.929004312
737.9834091,6.413026226
752.4894536,5.942912859
766.9954982,5.54159657
781.5015428,5.186144999
796.0075873,4.882291237
810.5136319,4.572704386
825.0196765,4.326181522
839.5257211,4.079658659
854.0317656,3.873267425
868.5378102,3.68980855
881.0657578,3.533581851
